Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
CCCC1CCC2C(C)CCCC2N1	NCGC00488689-01	CANVASS	1	0	3.766	0.7036	2.18	0.621	3.8	0.4351	0.8751	inf	4.334	0.6013	4.896	0.4353	0.8028	0.3585	+	- = 0.06;+ = 0.94;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.8;yes = 0.2;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.62;high = 0.38;	195.3	0	1	0	1	0	12.03	0	0.1333	0	2	0
OC1=CC2=C([C](=O)C=C(O2)C3=CC=CC=C3)C(=C1O)O	NCGC00017236-21	CANVASS	1	0	2.205	1.033	3.471	0.621	2.935	0.4351	0.8772	inf	5.032	0.6013	4.515	0.5925	-0.4679	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.66;yes = 0.34;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.49;high = 0.51;	270.2	0	3	0	5	0	90.9	0	0.04545	0	1	0
CN1C(=O)C(=O)N2C3NC4=CC=CC=C4[C@]3(C=C2C1=O)C5=C[NH]C6=CC=CC=C56	NCGC00488694-01	CANVASS	1	0	2.182	1.033	2.673	inf	1.789	0.4351	0.8932	inf	5.211	0.6013	3.729	0.8433	-0.9611	inf	-	- = 0.77;+ = 0.23;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.04;yes = 0.96;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	high	low = 0.46;high = 0.54;	384.4	0	2	0	7	0	85.51	0	0.02941	0	1	0
CCCC1=CC2=CSC(=N2)C(C)NC(=O)C[C@]3(CCC(=C)C(CC(=C)C=C1)S3)CC(O)=O	NCGC00488650-01	CANVASS	1	0	1.394	1.033	2.897	inf	4.06	0.4351	0.9094	inf	5.409	inf	4.654	0.8726	-0.8382	inf	-	- = 0.73;+ = 0.27;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.4;yes = 0.6;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.43;high = 0.57;	472.7	0	2	0	5	0	79.29	0	0.1176	0	4	0
CC1CC(OC1=O)C2CC[C@]34OC(CC[C@@]35CC(C)C(=O)O5)CN24	NCGC00355489-02	CANVASS	1	0	3.547	1.033	3.344	0.621	1.166	0.4351	0.9248	inf	4.648	inf	4.511	0.8346	-0.019	inf	-	- = 0.61;+ = 0.39;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.1;yes = 0.9;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.85;high = 0.15;	335.4	0	0	0	6	0	65.07	0	0.03571	0	1	0
CCCCCC1=C2C(=O)NC(=O)C2=C(OC1C)C3C4C(C)CC(CC4CC3(O)C(=O)\C=C\C)C(O)=O	NCGC00488538-01	CANVASS	1	0	2.265	1.033	2.812	inf	3.28	0.4351	0.945	inf	5.016	inf	3.636	0.9627	-0.8291	inf	-	- = 0.91;+ = 0.09;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.04;yes = 0.96;	medium	low = 0.249967;medium = 0.2501;high = 0.249967;very high = 0.249967;	high	low = 0.36;high = 0.64;	499.6	0	3	0	8	0	130	0	0.2051	0	8	0
COC1C(C)OC(OCC23CC4C(C)CCC4C5(CC2C=C(C(C)C)C35C(O)=O)C=O)C(O)C1O	NCGC00488801-01	CANVASS	1	0	2.287	1.033	3.406	inf	1.376	0.4351	0.948	inf	4.915	inf	3.436	0.6934	-1.517	inf	-	- = 0.83;+ = 0.17;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.1;yes = 0.9;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.79;high = 0.21;	492.6	0	3	0	8	0	122.5	0	0.1795	0	7	0
O=C1CC2OCC=C3CN4CC[C@@]56C4CC3C2C5N1C7=C6C=CC=C7	NCGC00489075-01	CANVASS	1	0	3.93	1.033	1.273	inf	1.93	0.4351	0.955	inf	4.675	inf	5.427	0.6508	-0.02079	inf	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.05;yes = 0.95;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.79;high = 0.21;	334.4	0	0	0	4	0	32.78	0	0	0	0	0
CCCCCC(C=C)C1C(C(=O)NC1=O)C(=O)C2C3C(C)CC(CC3CC2(O)C(=O)\C=C\C)C(O)=O	NCGC00488536-01	CANVASS	1	0	2.067	1.033	2.673	inf	2.375	0.4351	0.9772	inf	4.927	inf	3.362	1.009	-0.9467	inf	-	- = 0.91;+ = 0.09;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.04;yes = 0.96;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.46;high = 0.54;	501.6	0	3	0	8	0	137.8	0	0.2895	0	11	0
CC(C)(C=C)[C@@]12CC3N(C1NC4=CC=CC=C24)C(=O)C(NC3=O)=CC5=CN=C[NH]5	NCGC00489127-01	CANVASS	1	0	2.625	1.033	2.156	inf	2.013	0.4351	0.9781	inf	5.03	inf	3.885	0.8175	-0.5957	inf	-	- = 0.81;+ = 0.19;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.37;yes = 0.63;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.57;high = 0.43;	389.5	0	3	0	7	0	90.12	0	0.09091	0	3	0
CC(C)(C=C)[C@@]12CC3N(C1NC4=C2C=CC=C4)C(=O)C(NC3=O)=CC5=CN=C[NH]5	NCGC00180375-05	CANVASS	1	0	2.625	1.033	2.156	inf	2.013	0.4351	0.9781	inf	5.03	inf	3.885	0.8175	-0.5957	inf	-	- = 0.81;+ = 0.19;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.37;yes = 0.63;	high	low = 0.133333;medium = 0.2;high = 0.6;very high = 0.0666667;	low	low = 0.57;high = 0.43;	389.5	0	3	0	7	0	90.12	0	0.09091	0	3	0
OC1CC2N3CC[C@]2(C=C1)C4=CC5=C(OCO5)C=C4C3	NCGC00488656-01	CANVASS	1	0	4.085	0.7036	1.34	0.621	0.9276	0.4351	1.009	inf	4.57	0.6013	5.307	0.5671	0.2732	inf	+	- = 0.14;+ = 0.86;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.39;yes = 0.61;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.95;high = 0.05;	271.3	0	1	0	4	0	41.93	0	0	0	0	0
CCC1CN2CC[C@@]3(O)C(=NC4=CC=CC(=C34)OC)C2CC1\C(=C/OC)C(=O)OC	NCGC00488460-01	CANVASS	1	0	4.262	0.7036	2.225	0.621	2.341	0.4351	1.032	inf	4.738	0.6013	5.222	0.542	-0.07736	0.3585	-	- = 0.72;+ = 0.28;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.13;yes = 0.87;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.84;high = 0.16;	414.5	0	1	0	7	0	80.59	0	0.1818	0	6	0
CC1CC2C[C@]3(CCCCN3C)C4CC2C(C1)N(C)C4	NCGC00488750-01	CANVASS	1	0	4.991	1.033	3.324	inf	2.668	0.4351	1.064	inf	4.617	inf	5.626	0.6517	0.5274	inf	+	- = 0.18;+ = 0.82;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.25;yes = 0.75;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.62;high = 0.38;	276.5	0	0	0	2	0	6.48	0	0	0	0	0
COC(=O)C1=C2NC3=CC=CC=C3[C@@]24CCN5CC(C1CC45)C(C)=O	NCGC00488531-01	CANVASS	1	0	3.349	1.033	1.75	inf	1.625	0.4351	1.097	inf	4.739	inf	4.998	0.6125	-0.175	inf	-	- = 0.58;+ = 0.42;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.34;yes = 0.66;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.83;high = 0.17;	338.4	0	1	0	5	0	58.64	0	0.1034	0	3	0
CC(CCC(O)C(C)(O)CO)[C@@]1(O)CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]4(C)CCC(OC(=O)CCC(O)=O)C(C)(C)C4CC3	NCGC00488596-01	CANVASS	1	0	0.9457	1.033	2.501	inf	2.931	0.4351	1.123	inf	4.912	inf	4.626	0.9581	-1.482	inf	-	- = 0.85;+ = 0.15;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.32;yes = 0.68;	high	low = 0.249967;medium = 0.249967;high = 0.2501;very high = 0.249967;	high	low = 0.4999;high = 0.5001;	592.8	0	5	0	8	0	144.5	0	0.2444	0	11	0
C[C@@]1(O)C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(O)=O)C2CCC1C3	NCGC00488624-01	CANVASS	1	0	2.067	0.7036	2.037	0.621	3.619	0.4351	1.129	inf	4.617	0.6013	4.236	0.8299	-0.8684	inf	+	- = 0.36;+ = 0.64;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.75;yes = 0.25;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.26;high = 0.74;	320.5	0	2	0	3	0	57.53	0	0.03846	0	1	0
C[C@@]1(O)C[C@]23CC1CCC2[C@]4(C)CCC[C@](C)(C4CC3O)C(=O)O[P](O)(=O)OCC5OC(C(O)C5O)[N]6C=NC7=C6N=CN=C7N	NCGC00488532-01	CANVASS	1	0	1.415	1.033	2.851	inf	1.438	0.4351	1.205	inf	5.083	inf	4.359	1.219	-1.388	inf	-	- = 0.82;+ = 0.18;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.07;yes = 0.93;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.52;high = 0.48;	665.7	0	6	0	15	0	232.6	0	0.1346	0	7	0
C[C@]12C[C@@]34CCC5[C@@](C)(CCC[C@@]5(C)C(O)=O)C3C(CC1C4)O2	NCGC00488525-01	CANVASS	1	0	1.961	0.7036	2.632	0.621	3.667	0.4351	1.287	inf	4.736	0.6013	4.117	0.8058	-0.7607	inf	+	- = 0.44;+ = 0.56;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.8;yes = 0.2;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.2;high = 0.8;	318.5	0	1	0	3	0	46.53	0	0.03704	0	1	0
CC1CC(C)C2CC(=CC3CCC1N23)C	NCGC00488619-01	CANVASS	1	0	4.541	0.7036	2.299	0.621	3.917	0.4351	1.3	inf	4.714	0.6013	5.247	0.4568	0.9148	0.3585	+	- = 0.15;+ = 0.85;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.2;yes = 0.8;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.66;high = 0.34;	205.3	0	0	0	1	0	3.24	0	0	0	0	0
C[C@]12CC[C@]3(C1)C(CC(OC(=O)C4=CC=CC=C4)C5[C@]3(C)CCC[C@]5(CO)C(O)=O)CC2=O	NCGC00488658-01	CANVASS	1	0	1.054	0.7036	1.511	0.621	3.294	0.4351	1.302	inf	4.83	inf	4.047	0.8001	-0.983	inf	-	- = 0.89;+ = 0.11;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.63;yes = 0.37;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.39;high = 0.61;	454.6	0	2	0	6	0	100.9	0	0.1351	0	5	0
C\C=C\C=C\C1(O)C2C=C3C(=O)CC45C(C1C6(C2C)C(=O)C(=C(C)C(=O)C346)O)C(=O)C(=C(O)C5=O)C	NCGC00488449-01	CANVASS	1	0	1.436	1.033	6.438	inf	0.9054	0.6296	1.355	inf	4.861	inf	2.833	2.002	-0.4602	inf	-	- = 0.9;+ = 0.1;	+	- = 0.16667;+ = 0.83333;	yes	no = 0.05;yes = 0.95;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.54;high = 0.46;	490.5	0	3	0	8	0	146	0	0.04878	0	2	0
COC(=O)C1C2CC3N(CC[C@@]14C3=NC5=CC=CC=C45)CC2=CC	NCGC00385920-02	CANVASS	1	0	3.829	0.7036	1.936	inf	2.028	0.4351	1.386	inf	4.733	inf	5.396	0.6255	0.1907	inf	+	- = 0.2;+ = 0.8;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.3;yes = 0.7;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.76;high = 0.24;	322.4	0	0	0	4	0	41.9	0	0.07143	0	2	0
C[N]1=CC2=CC(=NC3=C2C1=C(N)C(=C3N)Cl)C(N)=O	NCGC00488690-01	CANVASS	1	0	2.262	0.7036	2.771	0.621	0.3363	0.4351	1.42	inf	4.919	0.6013	3.455	0.8214	-0.1838	inf	-	- = 0.95;+ = 0.05;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.66;yes = 0.34;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.73;high = 0.27;	276.7	0	3	0	6	0	108	0	0.04762	0	1	0
CC(CCC=C(C)C(O)=O)=CCCC(C)=CCC[C@]1(C)CCC2=CC(=CC(=C2O1)C)O	NCGC00385362-02	CANVASS	1	0	1.992	1.033	1.833	0.621	5.478	0.4351	1.422	inf	5.407	inf	5.569	0.9394	-0.3364	inf	+	- = 0.49;+ = 0.51;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.37;yes = 0.63;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.28;high = 0.72;	426.6	0	2	0	4	0	66.76	0	0.3125	0	10	0
CN1C(=O)[C@]23CC4C(C)(C)[C@@]5(C[C@]14CN2CC[C@@]3(C)O)C(=O)NC6=C5C=CC7=C6OC=CC(C)(C)O7	NCGC00347802-03	CANVASS	1	0	2.413	1.033	2.475	inf	1.663	0.6296	1.427	inf	5.215	inf	4.884	1.267	-0.2576	inf	-	- = 0.54;+ = 0.46;	-	- = 0.777778;+ = 0.222222;	yes	no = 0.39;yes = 0.61;	low	low = 0.2501;medium = 0.249967;high = 0.249967;very high = 0.249967;	low	low = 0.65;high = 0.35;	493.6	0	2	0	8	0	91.34	0	0	0	0	0
COC(=O)C1C(O)CCC2CN3CCC4=C([NH]C5=C4C=CC=C5)C3CC12	NCGC00025018-16	CANVASS	1	0	4.31	1.033	1.089	0.621	3.132	0.4351	1.435	inf	4.67	inf	5.267	0.483	-0.2569	0.3585	-	- = 0.55;+ = 0.45;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.08;yes = 0.92;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.74;high = 0.26;	354.4	0	2	0	5	0	65.56	0	0.06667	0	2	0
CCCC(C)C=C(C)C(O)C(C)C=CCCC(O)C(C)C(O)C(C)C(O)C(C)C1OC(CCC1C)C(C)C(O)=O	NCGC00488501-01	CANVASS	1	0	2.061	1.033	2.11	0.621	4.079	0.4351	1.449	inf	4.903	inf	5.254	1.082	-0.5883	inf	-	- = 0.89;+ = 0.11;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.42;high = 0.58;	568.8	0	5	0	7	0	127.4	0	0.425	0	17	0
COC(=O)C1C2CC(N(CC2=CC)C=O)C34NC5=C(C=CC=C5)[C@@]13CCO4	NCGC00488575-01	CANVASS	1	0	2.984	1.033	2.064	inf	1.574	0.6296	1.466	inf	4.885	inf	4.81	0.8671	-0.0332	inf	-	- = 0.78;+ = 0.22;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.32;yes = 0.68;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.84;high = 0.16;	368.4	0	1	0	6	0	67.87	0	0.09677	0	3	0
CO\C=C\C(=O)C1=NC2=C3C(=C1)C=NC3=C(N)C=C2NC(=O)C(C)C	NCGC00488668-01	CANVASS	1	0	1.854	1.033	2.836	inf	1.451	0.4351	1.576	inf	5.057	0.6013	4.268	0.7703	-0.4208	0.3585	-	- = 0.91;+ = 0.09;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.48;yes = 0.52;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.65;high = 0.35;	338.4	0	2	0	7	0	106.7	0	0.2222	0	6	0
CN1C(=O)[C@]23SS[C@@]1(C)C(=O)N2C4NC5=CC=CC=C5[C@]4(C3O)C6=C[NH]C7=CC=CC=C67	NCGC00488657-01	CANVASS	1	0	1.328	1.033	1.717	inf	2.136	0.6296	1.594	inf	5.335	inf	4.044	1.199	-0.7548	inf	-	- = 0.68;+ = 0.32;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.49;yes = 0.51;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	high	low = 0.43;high = 0.57;	464.6	0	3	0	7	0	88.67	0	0.02632	0	1	0
CCC1CN2CCC3(NC4=CC=CC(=C4C3=O)OC)C2CC1\C(=C/OC)C(=O)OC	NCGC00488752-01	CANVASS	1	0	4.107	1.033	2.619	inf	2.062	0.4351	1.596	inf	4.711	0.6013	5.498	0.6561	0.2454	inf	-	- = 0.7;+ = 0.3;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.34;yes = 0.66;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	low	low = 0.82;high = 0.18;	414.5	0	1	0	7	0	77.1	0	0.1818	0	6	0
C=C[C@@]12CC3C(=O)NC4=CC=CC=C4[C@@]35CCN(CC=C1)C25	NCGC00488660-01	CANVASS	1	0	3.866	1.033	1.774	inf	1.825	0.4351	1.603	inf	4.672	0.6013	5.36	0.6992	0.0951	inf	+	- = 0.16;+ = 0.84;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.46;yes = 0.54;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.83;high = 0.17;	292.4	0	1	0	3	0	32.34	0	0.03846	0	1	0
CN1CCC2=CC3=C(OCO3)C4=C2C1(C)C(=O)C5=C4C=CC(=C5)O	NCGC00488529-01	CANVASS	1	0	2.371	1.033	1.813	inf	1.732	0.4351	1.607	inf	5.129	0.6013	5.311	0.6812	-0.3539	0.3585	+	- = 0.4999;+ = 0.5001;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.67;yes = 0.33;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.69;high = 0.31;	323.3	0	1	0	5	0	59	0	0	0	0	0
COC1C(O)C(OC(N)=O)C(OC2=CC=C3C(=C(NC(=O)C4=CC(=C(O)C=C4)CC=C(C)C)[C](=O)OC3=C2C)O)OC1(C)C	NCGC00488655-01	CANVASS	1	0	0.9732	1.033	3.44	inf	3.042	0.4351	1.63	inf	5.904	inf	4.434	0.7844	-1.334	inf	-	- = 0.73;+ = 0.27;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.49;yes = 0.51;	medium	low = 0.249967;medium = 0.2501;high = 0.249967;very high = 0.249967;	high	low = 0.2;high = 0.8;	612.6	0	5	0	13	0	200	0	0.2128	0	10	0
CCCCC1CCC2CCCC(CCC)N12	NCGC00488620-01	CANVASS	1	0	4.019	0.7036	2.304	0.621	4.996	0.4351	1.645	inf	4.359	0.6013	5.821	0.4593	0.8897	0.3585	+	- = 0.16;+ = 0.84;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.76;yes = 0.24;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.76;high = 0.24;	223.4	0	0	0	1	0	3.24	0	0.2941	0	5	0
CCCCC1CCC2CCCC(CCC)N12	NCGC00488618-01	CANVASS	1	0	4.019	0.7036	2.304	0.621	4.996	0.4351	1.645	inf	4.359	0.6013	5.821	0.4593	0.8897	0.3585	+	- = 0.16;+ = 0.84;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.76;yes = 0.24;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.76;high = 0.24;	223.4	0	0	0	1	0	3.24	0	0.2941	0	5	0
CN1CC[C@@]2(C1NC3=CC=CC=C23)[C@@]45CCN(C)C4NC6=CC=CC=C56	NCGC00488812-01	CANVASS	1	0	4.58	1.033	2.868	inf	1.42	0.6296	1.683	inf	4.705	inf	6.502	1.209	0.1073	inf	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.27;yes = 0.73;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.7;high = 0.3;	346.5	0	2	0	4	0	30.54	0	0.03226	0	1	0
OC1C2NCCC3=C2C(=C4OCOC4=C3)C5=C1C=CC=C5	NCGC00488809-01	CANVASS	1	0	3.62	1.033	1.877	0.621	1.855	0.4351	1.692	inf	5.019	0.6013	4.81	0.654	-0.03411	0.3585	-	- = 0.5001;+ = 0.4999;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.53;yes = 0.47;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.66;high = 0.34;	281.3	0	2	0	4	0	50.72	0	0	0	0	0
CN1CC[C@@]23C4NC5=C(C=CC=C5)[C@]2(CCN4C)C1NC6=C3C=CC=C6	NCGC00179550-04	CANVASS	1	0	4.584	1.033	2.846	inf	1.403	0.6296	1.699	inf	4.705	inf	6.786	1.236	0.2037	inf	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.26;yes = 0.74;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.72;high = 0.28;	346.5	0	2	0	4	0	30.54	0	0	0	0	0
CN1CC[C@]23C4NC5=C(C=CC=C5)[C@@]2(CCN4C)C1NC6=CC=CC=C36	NCGC00488790-01	CANVASS	1	0	4.584	1.033	2.846	inf	1.403	0.6296	1.699	inf	4.705	inf	6.786	1.236	0.2037	inf	+	- = 0.21;+ = 0.79;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.26;yes = 0.74;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.72;high = 0.28;	346.5	0	2	0	4	0	30.54	0	0	0	0	0
C[C@]12CCC[C@@](C)(C1CC[C@]3(C)C2CCC4=COC=C34)C(O)=O	NCGC00488470-01	CANVASS	1	0	1.281	1.033	1.922	inf	4.699	0.4351	1.742	inf	4.751	0.6013	4.287	0.7172	-1.139	0.3585	+	- = 0.25;+ = 0.75;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.63;yes = 0.37;	very high	low = 0.125;medium = 0.125;high = 0.125;very high = 0.625;	high	low = 0.21;high = 0.79;	316.4	0	1	0	3	0	50.44	0	0.03846	0	1	0
COC(=O)C1C2CC3C4N(C)C5=C(C=CC=C5)[C@@]14CCN3CC2=CC	NCGC00488578-01	CANVASS	1	0	3.138	1.033	1.853	0.621	2.509	0.4351	1.771	inf	4.722	0.6013	5.71	0.6134	0.271	inf	+	- = 0.23;+ = 0.77;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.05;yes = 0.95;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.8;high = 0.2;	338.4	0	0	0	4	0	32.78	0	0.06897	0	2	0
COC(=O)C1=C2NC3=CC=CC=C3[C@@]24CCN5CC(=CC)C1CC45	NCGC00488530-01	CANVASS	1	0	3.58	1.033	1.768	inf	2.083	0.4351	1.797	inf	4.8	0.6013	5.359	0.6343	0.05864	inf	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.27;yes = 0.73;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	low	low = 0.74;high = 0.26;	322.4	0	1	0	4	0	41.57	0	0.07143	0	2	0
COC(=O)C1=CC2=C(C(=C3OC4(CCC3=C2)CC5=C(O4)C(=O)C6=C(C5=O)C(=CC(=C6O)OC)OC)O)[C](=O)O1	NCGC00488745-01	CANVASS	1	0	0.2166	1.033	3.898	inf	2.435	0.4351	1.813	inf	5.858	inf	4.395	0.9467	-0.7823	inf	-	- = 0.78;+ = 0.22;	-	- = 0.777778;+ = 0.222222;	no	no = 0.55;yes = 0.45;	low	low = 0.454545;medium = 0.181818;high = 0.272727;very high = 0.0909091;	high	low = 0.48;high = 0.52;	536.4	0	2	0	12	0	168	0	0.09091	0	4	0
CCCCCC(C=C)C1C(C(=O)NC1=O)C(=O)C2C(\C=C\C)C=CC3CC(CC(C)C23)C(O)=O	NCGC00488537-01	CANVASS	1	0	1.872	1.033	1.907	inf	3.365	0.4351	1.829	inf	5.106	inf	4.232	1.11	-0.3995	inf	-	- = 0.91;+ = 0.09;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.05;yes = 0.95;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.33;high = 0.67;	469.6	0	2	0	6	0	100.5	0	0.2778	0	10	0
CC1C2C(OC(C)=O)C(=O)[C@@]3(C)C(CCC4\C(C(C[C@]34C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O)[C@@]2(C)C=CC1=O	NCGC00169132-03	CANVASS	1	0	0.6206	1.033	2.91	inf	3.801	0.4351	1.836	inf	5.155	inf	3.87	0.8921	-0.8879	inf	-	- = 0.89;+ = 0.11;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.09;yes = 0.91;	very high	low = 0.249967;medium = 0.249967;high = 0.249967;very high = 0.2501;	high	low = 0.47;high = 0.53;	568.7	0	1	0	8	0	124	0	0.1818	0	8	0
C[C@]12CC[C@]3(C1)C(CC(OC(=O)C4=CC=CC=C4)C5[C@@](C)(CCC[C@]35C)C(O)=O)CC2=O	NCGC00488659-01	CANVASS	1	0	0.747	0.7036	1.103	0.621	4.011	0.4351	1.867	inf	4.746	inf	4.356	0.7942	-0.7997	inf	-	- = 0.85;+ = 0.15;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.7;yes = 0.3;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.31;high = 0.69;	438.6	0	1	0	5	0	80.67	0	0.1111	0	4	0
CO[C@]12C3C(OC(C)=O)[C@]4(COC(=O)C5=C4C(=C(C)C=C5O)C3=O)C1C(=O)C6=CO[C](=O)C7=C6C2=C(C)C=C7O	NCGC00488802-01	CANVASS	1	0	-0.2887	1.033	3.38	inf	2.464	0.4351	1.871	inf	5.985	inf	4.08	1.341	-0.779	inf	-	- = 0.72;+ = 0.28;	+	- = 0.136364;+ = 0.863636;	no	no = 0.7;yes = 0.3;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.51;high = 0.49;	546.5	0	2	0	11	0	166.6	0	0.06522	0	3	0
