structure	order	scaffold_id	scaffold_key	color
c1ccc(CNc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	24962	scaffold.133233	21 2 3 4 0 6 3 2 5 0 0 0 5 5 0 0 0 5 0 1 0 3 1 0 0 0 3 1 2 6 0 6 CGZZSGLSDRRDHV-UHFFFAOYSA-N	4
c1ccc(COc2ccc3c(c2)CCc2nccn2-3)cc1	24963	scaffold.143176	21 2 3 4 0 6 3 2 5 0 0 1 4 3 0 0 1 2 0 0 0 1 1 0 0 0 3 1 2 5 0 5 OIPXLAQDPUPYSN-UHFFFAOYSA-N	4
O=C(Nc1nncs1)C1c2ccccc2Oc2ccccc21	24964	scaffold.163887	21 2 3 4 0 6 3 2 5 0 1 1 3 6 0 1 2 3 0 1 0 4 0 0 1 0 4 1 3 5 1 5 CNTWDSDDQKPVQC-UHFFFAOYSA-N	4
O=C(Nc1ccncc1)C1=CCCn2c1nc1ccccc12	24965	scaffold.155289	21 2 3 4 0 6 3 2 6 0 0 0 6 5 0 0 1 4 0 0 0 1 1 0 1 1 3 1 2 3 1 3 ZMGICABUTAJMIT-UHFFFAOYSA-N	4
O=C1c2ccccc2C(=O)N1CC(=O)N1CC=Cc2ccccc21	24966	scaffold.225136	21 2 3 4 0 6 3 2 6 0 0 0 6 5 0 0 3 2 0 0 0 0 1 0 3 0 3 0 1 3 3 3 PEMVABKIBUGSEB-UHFFFAOYSA-N	4
c1ccc(COc2ccc3c(c2)CCc2nncn2-3)cc1	24967	scaffold.129583	21 2 3 4 0 6 3 2 6 0 0 1 5 4 0 0 1 3 0 1 0 2 0 0 0 0 3 1 2 5 0 5 OBQQUSIDALXHDB-UHFFFAOYSA-N	4
c1ccc(COc2ccc3c(c2)CCc2nnnn2-3)cc1	24968	scaffold.142884	21 2 3 4 0 6 3 2 7 0 0 1 6 5 0 0 1 4 0 3 2 1 0 0 0 0 3 1 2 5 0 5 KKFDEUALOKDKRE-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1S(=O)(=O)C2	24969	scaffold.222371	21 2 3 4 0 6 3 2 8 0 7 0 1 6 0 2 3 1 0 0 0 0 1 2 1 0 3 2 2 6 3 6 ALRKAWUTMDSWEN-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1n[nH]c2c1CS(=O)(=O)c1ccccc1-2	24970	scaffold.222441	21 2 3 4 0 6 3 2 9 0 6 0 3 7 0 1 3 3 0 1 0 0 1 2 1 0 4 0 3 5 3 5 NWVGYAQXZODNNR-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cccc2c1C(=O)c1ccccc1-2	24971	scaffold.189282	21 2 3 4 0 6 4 0 1 0 0 0 1 3 0 0 2 1 0 0 0 0 0 0 1 0 4 0 3 6 2 6 NHFBPAZHXVDQMC-UHFFFAOYSA-N	4
C(=C/c1c[nH]c2ccccc12)\c1ccc2ccccc2n1	24972	scaffold.140398	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 1 1 3 0 3 XBSNGDJJHAYDLC-ZRDIBKRKSA-N	4
C(=C/c1c[nH]c2ccccc12)\c1ccc2ccccc2[nH+]1	24973	scaffold.138445	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 3 1 1 3 0 3 XBSNGDJJHAYDLC-ZRDIBKRKSA-O	4
C(=C/c1c[nH]c2ccccc12)\c1ccnc2ccccc12	24974	scaffold.140381	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 4 0 2 1 0 1 UCLDFWCMOVHGGC-MDZDMXLPSA-N	4
C(=C/c1cc[nH+]c2ccccc12)\c1c[nH]c2ccccc12	24975	scaffold.140303	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 4 0 2 1 0 1 UCLDFWCMOVHGGC-MDZDMXLPSA-O	4
C(=C/c1nccc2c1[nH]c1ccccc12)\c1ccccc1	24976	scaffold.127875	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 0 0 0 1 0 0 0 4 1 3 5 0 5 WUOUVVQREBRKTE-ZHACJKMWSA-N	4
c1ccc(NN=C2c3ccccc3-c3ccccc32)cc1	24977	scaffold.128419	21 2 3 4 0 6 4 0 2 0 0 0 2 2 0 0 0 2 0 1 0 0 0 0 1 0 3 0 2 3 1 3 XKMBOCLGZHRHRD-UHFFFAOYSA-N	4
O=C(Nc1ccc2[nH]c3ccccc3c2c1)c1ccccc1	24978	scaffold.158334	21 2 3 4 0 6 4 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 0 0 1 0 3 2 2 7 1 7 FERMIKPKLQFZHC-UHFFFAOYSA-N	4
O=C(Nc1ccc2ccccc2c1)c1cc2ccccc2[nH]1	24979	scaffold.156946	21 2 3 4 0 6 4 0 2 0 0 0 2 3 0 0 1 2 0 0 0 0 1 0 1 0 2 3 0 5 1 5 CKTJMZAQQUPPAB-UHFFFAOYSA-N	4
O=C1NC(=O)c2cc(/N=C\c3ccccc3)cc3cccc1c23	24980	scaffold.187934	21 2 3 4 0 6 4 0 2 0 0 0 2 4 0 0 2 2 0 0 0 0 0 0 2 0 3 2 3 2 2 2 AUGQRSUUTBCISI-JAIQZWGSSA-N	4
O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1	24981	scaffold.162627	21 2 3 4 0 6 4 0 2 0 0 1 1 3 0 0 2 1 0 0 0 0 0 0 1 0 3 2 2 6 1 6 NPMIZUWUCMCBRB-UHFFFAOYSA-N	4
O=C1C(=O)c2cc(CNc3ccccc3)oc2-c2ccccc21	24982	scaffold.205084	21 2 3 4 0 6 4 0 2 0 0 1 1 4 0 0 3 1 0 0 0 0 1 0 0 1 3 2 2 6 2 6 BGMHAVTYJVOKLF-UHFFFAOYSA-N	4
O=C(Nc1cc2c3c(cccc3c1)C(=O)OC2=O)c1ccccc1	24983	scaffold.234112	21 2 3 4 0 6 4 0 2 0 0 1 1 5 0 0 4 1 0 0 0 0 0 0 3 0 3 2 3 3 3 3 PUYIBZOACZOPDW-UHFFFAOYSA-N	4
c1ccc(SCc2cc3ccc4ccccc4c3[nH]2)cc1	24984	scaffold.151512	21 2 3 4 0 6 4 0 2 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 0 0 3 2 2 6 0 6 FFLMTTDLNKTZEH-UHFFFAOYSA-N	4
c1ccc(COc2c3ccccc3cc3sccc23)cc1	24985	scaffold.130110	21 2 3 4 0 6 4 0 2 0 1 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 4 1 3 5 0 5 CXBDLPSAFDSPDB-UHFFFAOYSA-N	4
c1ccc(CNc2cc3c(cn2)[nH]c2ccccc23)cc1	24986	scaffold.139282	21 2 3 4 0 6 4 0 3 0 0 0 3 3 0 0 0 3 0 0 0 1 1 0 0 0 3 2 2 7 0 7 AMHUWPNOAHGUFX-UHFFFAOYSA-N	4
c1ccc(CNc2nccc3c2[nH]c2ccccc23)cc1	24987	scaffold.140019	21 2 3 4 0 6 4 0 3 0 0 0 3 3 0 0 0 3 0 0 0 1 2 0 0 0 4 1 3 6 0 6 UQBGZDMXWIKLNA-UHFFFAOYSA-N	4
O=C1c2cccc3cccc(c23)C(=O)N1CCc1ccccc1	24988	scaffold.193639	21 2 3 4 0 6 4 0 3 0 0 0 3 3 0 0 2 1 0 0 0 0 0 0 2 0 3 0 3 3 2 3 ZFDSPMWGSWVSQU-UHFFFAOYSA-N	4
O=C(Nc1ccc2[nH]c3ccncc3c2c1)c1ccccc1	24989	scaffold.159254	21 2 3 4 0 6 4 0 3 0 0 0 3 4 0 0 1 3 0 0 0 0 0 0 1 0 3 2 2 7 1 7 JUWSSNSVVNBSSE-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2ccc3cccnc3c2[nH]1	24990	scaffold.163582	21 2 3 4 0 6 4 0 3 0 0 0 3 4 0 0 1 3 0 0 0 0 2 0 1 0 3 2 2 6 1 6 POULMHNCQNVHHM-UHFFFAOYSA-N	4
c1ccc(COc2ccc3c(c2)[nH]c2cnccc23)cc1	24991	scaffold.133705	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 6 0 6 NIPUAJQEYAYTFA-UHFFFAOYSA-N	4
c1ccc(COc2ccc3c(c2)[nH]c2c[nH+]ccc23)cc1	24992	scaffold.145701	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 6 0 6 NIPUAJQEYAYTFA-UHFFFAOYSA-O	4
c1ccc(COc2ccc3nc4c[nH]ccc-4c3c2)cc1	24993	scaffold.125758	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 7 0 7 BJQBOWCUWFDRHL-UHFFFAOYSA-N	4
c1ccc(COc2ccc3[nH]c4cnccc4c3c2)cc1	24994	scaffold.125754	21 2 3 4 0 6 4 0 3 0 0 1 2 3 0 0 1 2 0 0 0 0 1 0 0 0 3 2 2 7 0 7 HPGCSSXRXRCTQN-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2cnc3ccccc3c2o1	24995	scaffold.165929	21 2 3 4 0 6 4 0 3 0 0 1 2 4 0 0 2 2 0 0 0 0 1 0 1 0 3 2 2 6 1 6 PXUFUNZIMAYDCK-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2cc3ccccc3nc2o1	24996	scaffold.160854	21 2 3 4 0 6 4 0 3 0 0 1 2 4 0 0 2 2 0 0 0 1 1 0 1 0 2 4 0 7 1 7 PFCCJBOPAWLFFN-UHFFFAOYSA-N	4
O=C1C(=O)c2nc(CNc3ccccc3)oc2-c2ccccc21	24997	scaffold.212091	21 2 3 4 0 6 4 0 3 0 0 1 2 5 0 0 3 2 0 0 0 1 3 0 0 1 3 2 2 6 2 6 FRIBGGTZHWWLFH-UHFFFAOYSA-N	4
O=C(Oc1cc2ccnc3ccoc(c1)c23)c1ccccc1	24998	scaffold.160962	21 2 3 4 0 6 4 0 3 0 0 2 1 4 0 0 3 1 0 0 0 0 0 0 1 0 3 2 3 3 1 3 VNGJBHAVJDHRRS-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2cnc3ccccc3c2s1	24999	scaffold.162264	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 0 1 0 1 0 3 2 2 6 1 6 QWXWFRUCZROSLQ-UHFFFAOYSA-N	4
O=C(Nc1ccc2ccccc2n1)c1cc2ccccc2s1	25000	scaffold.181671	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 1 1 0 1 0 2 3 0 5 1 5 JHKVZUBSNUBIHI-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1cc2cc3ccccc3nc2s1	25001	scaffold.160878	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 1 1 0 1 0 2 4 0 7 1 7 FAHCMDWTUOBAJJ-UHFFFAOYSA-N	4
O=C(Nc1nc2ccccc2s1)c1ccc2ccccc2c1	25002	scaffold.154249	21 2 3 4 0 6 4 0 3 0 1 0 2 4 0 1 1 2 0 0 0 3 1 0 1 0 2 3 0 5 1 5 UOGJMGIONUKMPS-UHFFFAOYSA-N	4
C(=N/n1c2ccccc2c2ccccc21)\c1ccccc1	25003	scaffold.141087	21 2 3 4 0 6 4 0 4 0 0 0 4 2 0 0 0 2 0 1 0 0 0 0 1 0 5 0 5 5 0 5 NQAWGLIDDGDWFD-XSFVSMFZSA-N	4
c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1	25004	scaffold.127660	21 2 3 4 0 6 4 0 4 0 0 0 4 4 0 0 0 4 0 0 0 2 3 0 0 0 4 1 3 6 0 6 VAIFSAWFMJSAGS-UHFFFAOYSA-N	4
O=C(Nc1cc2nc3ccccc3nc2[nH]1)c1ccccc1	25005	scaffold.164508	21 2 3 4 0 6 4 0 4 0 0 0 4 5 0 0 1 4 0 0 0 2 3 0 1 0 2 4 0 7 1 7 ALALWDFYCSOORB-UHFFFAOYSA-N	4
O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccccc1	25006	scaffold.166409	21 2 3 4 0 6 4 0 4 0 0 0 4 5 0 0 1 4 0 1 0 2 0 0 1 0 3 2 1 7 1 7 GNBBOJUFFAYYRF-UHFFFAOYSA-N	4
c1ccc(CNc2ncnc3c2sc2ccccc23)cc1	25007	scaffold.127666	21 2 3 4 0 6 4 0 4 0 1 0 3 4 0 1 0 3 0 0 0 2 3 0 0 0 4 1 3 6 0 6 XJRQKMJYHWKOOV-UHFFFAOYSA-N	4
c1ccc(CSc2ncnc3c2oc2ccccc23)cc1	25008	scaffold.135314	21 2 3 4 0 6 4 0 4 0 1 1 2 4 0 1 1 2 0 0 0 2 3 0 0 0 4 1 3 6 0 6 YCBDARXMAVVTDR-UHFFFAOYSA-N	4
c1ccc(CCn2ccc3nc4ccccc4nc32)cc1	25009	scaffold.132222	21 2 3 4 0 6 4 0 5 0 0 0 5 3 0 0 0 3 0 0 0 1 3 0 0 0 3 2 1 7 0 7 OIKCZOJTHBTZQB-UHFFFAOYSA-N	4
c1ccc(CCc2cnc3cnc4ccccc4n23)cc1	25010	scaffold.131151	21 2 3 4 0 6 4 0 5 0 0 0 5 3 0 0 0 3 0 0 0 1 4 0 0 0 4 0 4 5 0 5 XBDGWTQFTRMOSE-UHFFFAOYSA-N	4
O=C(Nc1ccccc1)c1ccc2nc3ccccc3n2c1	25011	scaffold.164175	21 2 3 4 0 6 4 0 5 0 0 0 5 4 0 0 1 3 0 0 0 1 1 0 1 0 3 2 2 7 1 7 CZCLZFTYOAEWAO-UHFFFAOYSA-N	4
O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1	25012	scaffold.162551	21 2 3 4 0 6 4 0 5 0 0 0 5 6 0 0 1 5 0 1 0 2 0 0 1 0 3 2 1 7 1 7 VWTSLPZPHHTWSU-UHFFFAOYSA-N	4
O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccccn1	25013	scaffold.164022	21 2 3 4 0 6 4 0 5 0 0 0 5 6 0 0 1 5 0 1 0 2 1 0 1 0 3 2 1 7 1 7 QVNNOBUWDJSDHK-UHFFFAOYSA-N	4
C(=Nc1ccc2ncccc2c1)c1csc2cncnc12	25014	scaffold.151984	21 2 3 4 0 6 4 0 5 0 1 0 4 5 0 1 0 4 0 0 0 1 2 0 0 0 3 1 1 3 0 3 LNXHHPROLYZOMA-UHFFFAOYSA-N	4
c1ccc2nc(CSc3nc4ccccc4[nH]3)ncc2c1	25015	scaffold.134903	21 2 3 4 0 6 4 0 5 0 1 0 4 5 0 1 0 4 0 0 0 4 3 0 0 0 2 3 0 5 0 5 RODZSIKMCUKTHB-UHFFFAOYSA-N	4
c1ccc(CSc2nnc3c(n2)[nH]c2ccccc23)cc1	25016	scaffold.131403	21 2 3 4 0 6 4 0 5 0 1 0 4 5 0 1 0 4 0 1 0 4 2 0 0 0 3 2 2 6 0 6 WBVHPGIBBFVLKN-UHFFFAOYSA-N	4
c1ccc(CSc2n[nH]c3c4ccccc4nc-3n2)cc1	25017	scaffold.136428	21 2 3 4 0 6 4 0 5 0 1 0 4 5 0 1 0 4 0 1 0 4 2 0 0 0 3 2 2 6 0 6 XPLQEVAHXDCCQN-UHFFFAOYSA-N	4
c1ccc2nc(CCc3nc4ccccn4n3)ccc2c1	25018	scaffold.152009	21 2 3 4 0 6 4 0 6 0 0 0 6 4 0 0 0 4 0 1 0 2 0 0 0 0 2 3 0 5 0 5 RIUUUNMQLOHULM-UHFFFAOYSA-N	4
c1ccc(CCn2c3ccccc3c3nncnc32)cc1	25019	scaffold.137507	21 2 3 4 0 6 4 0 6 0 0 0 6 4 0 0 0 4 0 1 0 2 2 0 0 0 5 0 5 6 0 6 MWJJJYUMHNPKLT-UHFFFAOYSA-N	4
C(=C/c1nc2ccccc2n2cnnc12)\c1ccccc1	25020	scaffold.131273	21 2 3 4 0 6 4 0 6 0 0 0 6 4 0 0 0 4 0 1 0 2 3 0 0 0 4 1 3 4 0 4 RJXGGYJUIZZDDL-ZHACJKMWSA-N	4
C(=C/c1nnc2c3ccccc3cnn12)\c1ccccc1	25021	scaffold.139346	21 2 3 4 0 6 4 0 6 0 0 0 6 4 0 0 0 4 0 2 0 2 0 0 0 0 4 0 3 4 0 4 HWGMNGVHHFSULO-ZHACJKMWSA-N	4
c1ccc(COc2cc3nncn3c3ccccc23)cc1	25022	scaffold.131278	21 2 3 4 0 6 4 0 6 0 0 1 5 4 0 0 1 3 0 1 0 2 0 0 0 0 4 1 3 5 0 5 BKUMSRDWJGEBCY-UHFFFAOYSA-N	4
c1ccc(CSc2nnc3ccc4ccccc4n23)cc1	25023	scaffold.136212	21 2 3 4 0 6 4 0 6 0 1 0 5 4 0 1 0 3 0 1 0 4 0 0 0 0 4 0 4 5 0 5 GONAHBGRRZBZTF-UHFFFAOYSA-N	4
C(=N/n1ccc2nc3ccccc3nc21)\c1ccccn1	25024	scaffold.139600	21 2 3 4 0 6 4 0 7 0 0 0 7 5 0 0 0 5 0 1 0 1 3 0 1 0 3 2 1 6 0 6 GJXYLCWJDBYJEC-WOJGMQOQSA-N	4
C(=C/c1nc2cnccn2n1)\c1ccc2ccccc2n1	25025	scaffold.152287	21 2 3 4 0 6 4 0 7 0 0 0 7 5 0 0 0 5 0 1 0 2 3 0 0 0 2 3 0 4 0 4 PAGLAOGDEQWDNE-BQYQJAHWSA-N	4
c1ccc2nc(CCc3nc4cnccn4n3)ccc2c1	25026	scaffold.151867	21 2 3 4 0 6 4 0 7 0 0 0 7 5 0 0 0 5 0 1 0 2 3 0 0 0 2 3 0 5 0 5 JANDUYPEYOXQGI-UHFFFAOYSA-N	4
c1ccc(CNc2nc3ccccc3n3cnnc23)cc1	25027	scaffold.134544	21 2 3 4 0 6 4 0 7 0 0 0 7 5 0 0 0 5 0 1 0 3 5 0 0 0 4 1 3 5 0 5 SAFFSHFEBNZKGA-UHFFFAOYSA-N	4
c1ccc(CNc2ccc3[nH+]nc4ccnn4c3c2)cc1	25028	scaffold.142738	21 2 3 4 0 6 4 0 7 0 0 0 7 5 0 0 0 5 0 2 0 1 1 0 0 0 3 1 2 6 0 6 XGCXQBDRGXPHOC-UHFFFAOYSA-O	4
c1ccc(COc2cccc3c2cnc2ncnn23)cc1	25029	scaffold.142860	21 2 3 4 0 6 4 0 7 0 0 1 6 5 0 0 1 4 0 1 0 4 0 0 0 0 4 0 3 4 0 4 FEYNGWXNXUMHGX-UHFFFAOYSA-N	4
c1ccc(COc2ccc3[nH+]nc4ccnn4c3c2)cc1	25030	scaffold.132394	21 2 3 4 0 6 4 0 7 0 0 1 6 5 0 0 1 4 0 2 0 1 1 0 0 0 3 1 2 6 0 6 GXGUDZOHGASHTM-UHFFFAOYSA-O	4
N=C1c2ccccc2-c2ccc(NS(=O)(=O)c3ccccc3)cc21	25031	scaffold.231822	21 2 3 4 0 6 4 0 7 0 6 0 1 5 0 1 2 2 0 1 0 0 0 2 2 0 3 1 2 6 3 6 MZJMYSNWPBARET-UHFFFAOYSA-N	4
c1ccc(CNc2nc3ccccc3n3nnnc23)cc1	25032	scaffold.135262	21 2 3 4 0 6 4 0 8 0 0 0 8 6 0 0 0 6 0 3 2 2 5 0 0 0 4 1 3 5 0 5 KEYKQJJGAYWBRJ-UHFFFAOYSA-N	4
c1coc(-c2c[nH]c(CCc3nc4ccccn4n3)n2)c1	25033	scaffold.150807	21 2 3 4 0 6 4 0 8 0 0 1 7 6 0 0 1 5 0 1 0 3 2 0 0 0 2 3 0 5 0 5 JYGRTAAPTHLVOT-UHFFFAOYSA-N	4
c1cc(COc2ccc3[nH+]nc4ccnn4c3c2)ccn1	25034	scaffold.132593	21 2 3 4 0 6 4 0 8 0 0 1 7 6 0 0 1 5 0 2 0 1 1 0 0 0 3 1 2 6 0 6 OCQLQHFWENYPTA-UHFFFAOYSA-O	4
c1ccc(COc2nn3cnnc3c3ccccc23)nc1	25035	scaffold.126642	21 2 3 4 0 6 4 0 8 0 0 1 7 6 0 0 1 5 0 2 0 3 1 0 0 0 4 1 3 5 0 5 ZXPHBDMSVNXTER-UHFFFAOYSA-N	4
c1csc(-c2c[nH]c(CCc3cn4cccnc4n3)n2)c1	25036	scaffold.150802	21 2 3 4 0 6 4 0 8 0 1 0 7 6 0 1 0 5 0 0 0 4 3 0 0 0 2 3 0 5 0 5 MKWRMCPJTHHKMF-UHFFFAOYSA-N	4
c1ccn2nc(CCc3nc(-c4ccsc4)c[nH]3)nc2c1	25037	scaffold.150808	21 2 3 4 0 6 4 0 8 0 1 0 7 6 0 1 0 5 0 1 0 3 1 0 0 0 2 3 0 5 0 5 HTEFZBAWODCWSV-UHFFFAOYSA-N	4
c1csc(-c2c[nH]c(CCc3nc4ccccn4n3)n2)c1	25038	scaffold.150805	21 2 3 4 0 6 4 0 8 0 1 0 7 6 0 1 0 5 0 1 0 3 2 0 0 0 2 3 0 5 0 5 QYLMDNPICCEKLY-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccc2[nH]ccc2c1)c1ccc2ccccc2c1	25039	scaffold.186534	21 2 3 4 0 6 4 0 8 0 6 0 2 5 0 1 2 2 0 1 0 0 0 2 2 0 2 2 0 5 2 5 ZIHYEEVILKUGGV-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccc2[nH]ccc2c1)c1cccc2ccccc12	25040	scaffold.186533	21 2 3 4 0 6 4 0 8 0 6 0 2 5 0 1 2 2 0 1 0 0 0 2 2 0 3 1 1 3 2 3 CFSUZYGWUBBKFG-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccc2[nH]c3ccccc3c2c1)c1ccccc1	25041	scaffold.187513	21 2 3 4 0 6 4 0 8 0 6 0 2 5 0 1 2 2 0 1 0 0 0 2 2 0 3 2 2 7 2 7 JBGKKUCSZVBKTC-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccccc1)c1ccc2[nH]c3ccccc3c2c1	25042	scaffold.187512	21 2 3 4 0 6 4 0 8 0 6 0 2 5 0 1 2 2 0 1 0 0 0 2 2 0 3 2 2 7 2 7 UMSVVFOXOVCIGG-UHFFFAOYSA-N	4
O=S(=O)(Nc1cc2ccoc2c2ccccc12)c1ccccc1	25043	scaffold.192931	21 2 3 4 0 6 4 0 8 0 6 1 1 5 0 1 3 1 0 1 0 0 0 2 2 0 4 1 3 5 2 5 XLCNLLPMUSLKIU-UHFFFAOYSA-N	4
O=S(=O)(Oc1c2ccccc2cc2sccc12)c1ccccc1	25044	scaffold.188089	21 2 3 4 0 6 4 0 8 0 7 1 0 5 0 2 3 0 0 1 0 0 0 2 2 0 4 1 3 5 2 5 CECVNZTXXZXWMF-UHFFFAOYSA-N	4
c1ccn2nc(CCc3nc(-c4cncs4)c[nH]3)nc2c1	25045	scaffold.150813	21 2 3 4 0 6 4 0 9 0 1 0 8 7 0 1 0 6 0 1 0 4 3 0 0 0 2 3 0 5 0 5 XNVVDPZAWNSWLP-UHFFFAOYSA-N	4
c1ccc(OCc2nn3c(-c4ccco4)nnc3s2)cc1	25046	scaffold.135376	21 2 3 4 0 6 4 0 9 0 1 2 6 7 0 1 2 4 0 2 0 5 4 0 0 0 3 2 2 6 0 6 OORWRJDBPGXPGG-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccc2[nH]c3ccncc3c2c1)c1ccccc1	25047	scaffold.192247	21 2 3 4 0 6 4 0 9 0 6 0 3 6 0 1 2 3 0 1 0 0 0 2 2 0 3 2 2 7 2 7 ADQPOZMABHTOQI-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccccc1)c1ccc2[nH]c3ccncc3c2c1	25048	scaffold.189278	21 2 3 4 0 6 4 0 9 0 6 0 3 6 0 1 2 3 0 1 0 0 0 2 2 0 3 2 2 7 2 7 WJZWRVSOXKGPEM-UHFFFAOYSA-N	4
O=S(=O)(Nc1ccccc1)c1ccc2[nH]c3cnccc3c2c1	25049	scaffold.201471	21 2 3 4 0 6 4 0 9 0 6 0 3 6 0 1 2 3 0 1 0 0 1 2 2 0 3 2 2 7 2 7 CVLJOFAUQICCNE-UHFFFAOYSA-N	4
O=S(=O)(Nc1cccnc1)c1ccc2[nH]c3ccccc3c2c1	25050	scaffold.187863	21 2 3 4 0 6 4 0 9 0 6 0 3 6 0 1 2 3 0 1 0 0 1 2 2 0 3 2 2 7 2 7 DIDDPRHHXZPHAM-UHFFFAOYSA-N	4
O=C(NC1CCS(=O)(=O)C1)c1cccc(S(=O)(=O)N2CCCCCC2)c1	25950	scaffold.287696	21 3 5 3 0 7 1 0 16 0 12 0 4 9 0 2 5 2 0 1 0 0 1 4 3 0 0 1 0 1 5 1 ILNCPLVDQAHMCG-UHFFFAOYSA-N	5
O=C(c1cc(COc2ccccc2)on1)N1CCCCCC1	25951	scaffold.162773	21 3 5 3 0 7 2 0 6 0 0 2 4 5 0 0 3 2 0 1 0 0 2 0 1 0 0 1 0 2 1 2 TYNIHVCVYATTNS-UHFFFAOYSA-N	5
O=C(c1c[nH]cc1S(=O)(=O)Nc1ccccc1)N1CCCCCC1	25952	scaffold.223888	21 3 5 3 0 7 2 0 11 0 6 0 5 7 0 1 3 3 0 1 0 0 1 2 3 0 1 0 0 2 3 2 DHASTPCPSBNIKI-UHFFFAOYSA-N	5
O=C(Nc1ccccc1)c1cc(S(=O)(=O)N2CCCCCC2)c[nH]1	25953	scaffold.226610	21 3 5 3 0 7 2 0 11 0 6 0 5 7 0 1 3 3 0 1 0 0 2 2 3 0 0 1 0 2 3 2 PHQILNJCFDGFRX-UHFFFAOYSA-N	5
O=C(Nc1nnc(S(=O)(=O)N2CCCCCC2)s1)c1ccccc1	25954	scaffold.224655	21 3 5 3 0 7 2 0 13 0 7 0 6 9 0 2 3 4 0 2 0 6 0 2 3 0 0 1 0 2 3 2 MVGAIHMNOMLJNX-UHFFFAOYSA-N	5
O=C(c1ccc(N2CCC2)c(OCC2CC2)n1)N1CCCC1	25955	scaffold.181658	21 3 5 4 0 6 1 0 8 0 0 1 7 5 0 0 2 3 0 0 0 1 3 0 1 0 2 1 1 3 1 3 ZEVMZHXPQGNYLQ-UHFFFAOYSA-N	5
O=C(Nc1ccccc1)[C@@H]1C[C@H](SC2=CN3C(=O)C[C@H]3C2)CN1	25956	scaffold.185724	21 3 5 4 0 6 1 1 6 0 1 0 5 6 0 1 2 3 0 0 0 0 2 0 4 0 1 1 0 3 2 3 CAKROIRVNDOVTB-IPYPFGDCSA-N	5
O=C(c1cc(COc2ccccc2)on1)N1C[C@H]2CC[C@H]1C2	25957	scaffold.162472	21 3 5 4 0 6 2 0 6 0 0 2 4 5 0 0 3 2 0 1 0 0 2 0 1 0 1 3 0 6 1 6 VPUFZYFGECJBTM-STQMWFEESA-N	5
O=C([C@@H]1CNCCN1)N(Cc1ccc2cn[nH]c2c1)C1CC1	25958	scaffold.181666	21 3 5 4 0 6 2 0 7 0 0 0 7 6 0 0 1 5 3 1 0 0 3 0 1 0 2 2 0 4 1 4 QPTFBPNUXHOOEM-HNNXBMFYSA-N	5
O=C(c1cn(CCN2CCOCC2)c2ccccc12)C1CC1	25959	scaffold.158610	21 3 5 4 0 6 2 0 7 0 0 1 6 4 0 0 2 2 0 0 0 0 3 0 0 0 3 1 2 5 1 5 MVYXXFZXWSMYPW-UHFFFAOYSA-N	5
