Structure	ID	MOLLIBRARY	MOLLIBRARY_INT	MOLLIBRARY_INT_StdDev	logS	logS_StdDev	logS @ pH7.4	logS @ pH7.4_StdDev	logP	logP_StdDev	logD	logD_StdDev	2C9 pKi	2C9 pKi_StdDev	hERG pIC50	hERG pIC50_StdDev	BBB log([brain]:[blood])	BBB log([brain]:[blood])_StdDev	BBB category	BBB category_Probability	HIA category	HIA category_Probability	P-gp category	P-gp category_Probability	2D6 affinity category	2D6 affinity category_Probability	PPB90 category	PPB90 category_Probability	MW	MW_StdDev	HBD	HBD_StdDev	HBA	HBA_StdDev	TPSA	TPSA_StdDev	Flexibility	Flexibility_StdDev	Rotatable Bonds	Rotatable Bonds_StdDev
CC(C)C1=C(OCCN(C)C)C=C(C)C(=C1)OC(C)=O	DB09205	DrugBank Approved 5.0.9	4	0	4.031	0.7036	2.225	0.621	3.17	0.4351	1.439	0.5843	4.592	0.6013	5.239	0.4762	0.6503	0.3585	+	- = 0.22;+ = 0.78;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.66;yes = 0.34;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	low	low = 0.77;high = 0.23;	279.4	0	0	0	4	0	38.77	0	0.35	0	7	0
CN1CC[C@@]23[C@H]4OC5=C(OCCN6CCOCC6)C=CC(=C25)C[C@@H]1[C@@H]3C=CC4O	DB09209	DrugBank Approved 5.0.9	4	0	3.997	1.033	1.801	inf	0.9795	0.4351	1.265	inf	4.654	0.6013	6.251	0.7264	0.3487	inf	+	- = 0.4999;+ = 0.5001;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.24;yes = 0.76;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.78;high = 0.22;	398.5	0	1	0	6	0	54.4	0	0.1176	0	4	0
OC(=N)CN1CCCC1=O	DB09210	DrugBank Approved 5.0.9	4	0	4.683	1.033	4.683	1.033	-0.0975	0.4351	-0.0975	0.4351	3.894	0.6013	3.737	0.4615	-0.8307	0.3585	+	- = 0.38;+ = 0.62;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.84;yes = 0.16;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.99;high = 0.01;	142.2	0	2	0	4	0	64.39	0	0.2	0	2	0
CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CCCCC=CC(O)=O	DB09211	DrugBank Approved 5.0.9	4	0	2.304	1.033	2.838	0.621	3.598	0.4351	0.02139	inf	4.455	0.6013	4.663	0.7687	-0.8232	inf	-	- = 0.89;+ = 0.11;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.34;yes = 0.66;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.53;high = 0.47;	380.5	0	3	0	5	0	94.83	0	0.4815	0	13	0
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	DB09212	DrugBank Approved 5.0.9	4	0	2.49	0.7036	3.015	0.621	2.72	0.4351	0.04581	0.5843	4.451	0.6013	4.126	0.5022	-1.213	0.3585	+	- = 0.28;+ = 0.72;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.81;yes = 0.19;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.17;high = 0.83;	246.3	0	1	0	3	0	54.37	0	0.2105	0	4	0
CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O	DB09213	DrugBank Approved 5.0.9	4	0	2.01	0.7036	2.915	0.621	3.5	0.4351	1.41	0.5843	4.567	0.6013	4.036	0.4634	-0.1734	0.3585	+	- = 0.07;+ = 0.93;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.81;yes = 0.19;	medium	low = 0.0588235;medium = 0.647059;high = 0.235294;very high = 0.0588235;	high	low = 0.15;high = 0.85;	206.3	0	1	0	2	0	37.3	0	0.2667	0	4	0
C[C@H](C(O)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2	DB09214	DrugBank Approved 5.0.9	4	0	2.3	0.7036	2.782	0.621	3.12	0.4351	0.01158	0.5843	4.834	0.6013	3.78	0.4525	-0.7367	0.3585	+	- = 0.41;+ = 0.59;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.87;yes = 0.13;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.06;high = 0.94;	254.3	0	1	0	3	0	54.37	0	0.2	0	4	0
CN1C2=C(O[C](=O)[N]([C]2=O)C3=CC=CC=N3)C4=CC=CC=C4[S]1(=O)=O	DB09215	DrugBank Approved 5.0.9	4	0	1.544	1.033	1.544	1.033	0.6415	0.4351	0.6415	0.4351	5.418	0.6013	4.351	0.7481	-1.422	inf	-	- = 0.84;+ = 0.16;	+	- = 0.2;+ = 0.8;	no	no = 0.77;yes = 0.23;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.63;high = 0.37;	357.3	0	0	0	8	0	102.5	0	0.03571	0	1	0
CC1=C(Cl)C=CC=C1NC2=CC=CC=C2C(O)=O	DB09216	DrugBank Approved 5.0.9	4	0	1.654	0.7036	2.434	0.621	5.17	0.4351	1.545	0.5843	5.468	0.6013	3.973	0.4822	-0.5638	0.3585	+	- = 0.24;+ = 0.76;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.77;yes = 0.23;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.18;high = 0.82;	261.7	0	2	0	3	0	49.33	0	0.1579	0	3	0
CC1=C(Cl)C=CC=C1NC2=C(C=CC=N2)C(O)=O	DB09218	DrugBank Approved 5.0.9	4	0	2.256	0.7036	2.321	0.621	3.38	0.4351	0.5291	0.5843	5.338	0.6013	3.662	0.5058	-0.745	0.3585	+	- = 0.32;+ = 0.68;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.77;yes = 0.23;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.35;high = 0.65;	262.7	0	2	0	4	0	62.22	0	0.1579	0	3	0
OC1=CC=C(C=C1)C2(OC3=C(NC2=O)C=CC=C3)C4=CC=C(O)C=C4	DB09219	DrugBank Approved 5.0.9	4	0	1.334	1.033	1.334	1.033	2.795	0.4351	2.795	0.4351	5.741	0.6013	4.937	0.6547	-0.326	inf	-	- = 0.83;+ = 0.17;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.6;yes = 0.4;	high	low = 0.0769231;medium = 0.230769;high = 0.538462;very high = 0.153846;	low	low = 0.61;high = 0.39;	333.3	0	3	0	5	0	78.79	0	0.07143	0	2	0
O[N](=O)OCCNC(=O)C1=CC=CN=C1	DB09220	DrugBank Approved 5.0.9	4	0	3.719	1.033	3.719	1.033	0.9268	0.6296	0.9268	0.6296	3.956	0.6013	3.629	0.5345	-0.03596	0.3585	-	- = 0.91;+ = 0.09;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.86;yes = 0.14;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 1;high = 0;	212.2	0	2	0	7	0	88.52	0	0.4	0	6	0
	DB09221	DrugBank Approved 5.0.9	4	0																																				
CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(F)C=C4	DB09223	DrugBank Approved 5.0.9	4	0	1.863	1.033	0.6945	0.621	4.486	0.4351	3.278	inf	4.547	0.6013	6.759	0.5793	0.5943	0.3585	+	- = 0.1;+ = 0.9;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.22;yes = 0.78;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	high	low = 0.37;high = 0.63;	367.5	0	0	0	3	0	19.37	0	0.1	0	3	0
CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1	DB09224	DrugBank Approved 5.0.9	4	0	2.783	0.7036	2.203	0.621	2.927	0.4351	1.991	0.5843	4.538	0.6013	6.291	0.3646	1.202	0.3585	+	- = 0.11;+ = 0.89;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.84;yes = 0.16;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	low	low = 0.7;high = 0.3;	263.4	0	0	0	2	0	20.31	0	0.25	0	5	0
CN(C)CCOC1=CC2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2	DB09225	DrugBank Approved 5.0.9	4	0	1.932	0.7036	2.488	0.621	4.603	0.4351	3.231	0.5843	4.988	0.6013	5.684	0.5323	0.6725	0.3585	+	- = 0.1;+ = 0.9;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.6;yes = 0.4;	very high	low = 0.111111;medium = 0.111111;high = 0.333333;very high = 0.444444;	high	low = 0.08;high = 0.92;	331.9	0	0	0	2	0	12.47	0	0.1667	0	4	0
COC(=O)C1=C(C)NC(=C(C1C2=CC(=CC=C2)[N](O)=O)C(=O)OC3CCN(C3)CC4=CC=CC=C4)C	DB09227	DrugBank Approved 5.0.9	4	0	1.654	1.033	1.573	0.621	4.083	0.4351	2.585	inf	5.369	0.6013	5.417	0.6347	-0.3862	inf	-	- = 0.72;+ = 0.28;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.06;yes = 0.94;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.44;high = 0.56;	492.5	0	2	0	9	0	105.2	0	0.2308	0	9	0
COC(=O)C1=C(C)NC(=C(C1C2=C(C=CC=C2)[N](O)=O)C(=O)OCC(C)=O)C	DB09229	DrugBank Approved 5.0.9	4	0	1.456	1.033	1.456	1.033	2.627	0.4351	2.627	0.4351	5.122	0.6013	4.278	0.6631	-0.5277	inf	-	- = 0.95;+ = 0.05;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.24;yes = 0.76;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.33;high = 0.67;	389.4	0	2	0	9	0	119	0	0.2759	0	8	0
CC(C)OC(=O)C1=C(C)NC(=C(C1C2=CC=CC(=C2)[N](O)=O)C(=O)OC3CN(C3)C(C4=CC=CC=C4)C5=CC=CC=C5)N	DB09230	DrugBank Approved 5.0.9	4	0	0.4082	1.033	0.8594	0.621	5.039	0.4351	3.311	inf	5.696	0.6013	5.513	0.7921	-0.6581	inf	-	- = 0.69;+ = 0.31;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.01;yes = 0.99;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	high	low = 0.4;high = 0.6;	583.7	0	3	0	10	0	131.2	0	0.234	0	11	0
COC(=O)C1=C(C)NC(=C(C1C2=CC(=CC=C2)[N](O)=O)C(=O)OC3CCCN(C3)CC4=CC=CC=C4)C	DB09231	DrugBank Approved 5.0.9	4	0	1.517	1.033	1.564	0.621	4.318	0.4351	2.633	inf	5.37	0.6013	5.535	0.6366	-0.3822	inf	-	- = 0.7;+ = 0.3;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.07;yes = 0.93;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.45;high = 0.55;	506.6	0	2	0	9	0	105.2	0	0.225	0	9	0
COCCOC(=O)C1=C(C)NC(=C(C1C2=CC=CC(=C2)[N](O)=O)C(=O)OC\C=C\C3=CC=CC=C3)C	DB09232	DrugBank Approved 5.0.9	4	0	0.2729	1.033	0.2729	1.033	4.229	0.4351	4.229	0.4351	5.625	0.6013	5.15	0.7022	-0.3696	inf	-	- = 0.87;+ = 0.13;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.16;yes = 0.84;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.47;high = 0.53;	493.5	0	2	0	9	0	111.2	0	0.3158	0	12	0
CC1=C(C(C2=CC(=CC=C2)[N](O)=O)C(=C(C)N1)[P]3(=O)OCC(C)(C)CO3)C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5	DB09235	DrugBank Approved 5.0.9	4	0	-1.005	1.033	0.7151	inf	5.776	0.4351	3.977	inf	5.742	0.6013	5.623	0.7874	-0.4051	inf	-	- = 0.75;+ = 0.25;	+	- = 0.2;+ = 0.8;	yes	no = 0.12;yes = 0.88;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.3;high = 0.7;	632.7	0	2	0	10	0	114.4	0	0.2245	0	11	0
CCOC(=O)C1=C(C)NC(=C(C1C2=CC=CC=C2\C=C\C(=O)OC(C)(C)C)C(=O)OCC)C	DB09236	DrugBank Approved 5.0.9	4	0	0.8933	1.033	0.8933	1.033	5.56	0.4351	5.56	0.4351	5.396	0.6013	4.801	0.7209	-0.3416	inf	-	- = 0.9;+ = 0.1;	+	- = 0.4999;+ = 0.5001;	yes	no = 0.16;yes = 0.84;	high	low = 0.125;medium = 0.125;high = 0.5;very high = 0.25;	high	low = 0.27;high = 0.73;	455.5	0	1	0	7	0	90.93	0	0.3235	0	11	0
CCOC(=O)C1=C(COCCN)NC(=C(C1C2=C(Cl)C=CC=C2)C(=O)OC)C	DB09237	DrugBank Approved 5.0.9	4	0	1.995	1.033	2.794	0.621	3.3	0.4351	2.25	inf	5.054	0.6013	4.171	0.683	-0.4141	inf	-	- = 0.95;+ = 0.05;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.25;yes = 0.75;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.22;high = 0.78;	408.9	0	2	0	7	0	99.88	0	0.3448	0	10	0
COC(=O)C1=C(C)NC(=C(C1C2=CC(=CC=C2)[N](O)=O)C(=O)OCCN3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C	DB09238	DrugBank Approved 5.0.9	4	0	1.703	1.033	1.363	0.621	4.683	0.4351	3.48	inf	5.618	0.6013	6.716	0.8026	-0.368	inf	-	- = 0.69;+ = 0.31;	+	- = 0.136364;+ = 0.863636;	yes	no = 0.06;yes = 0.94;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	high	low = 0.38;high = 0.62;	611.7	0	2	0	10	0	108.4	0	0.2449	0	12	0
COC1=NC(=NC(=C1NC2=NCCN2)Cl)C	DB09242	DrugBank Approved 5.0.9	4	0	3.798	0.7036	2.82	inf	1.187	0.4351	-0.7379	0.5843	4.045	0.6013	3.726	0.6119	-0.9173	0.3585	-	- = 0.91;+ = 0.09;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.69;yes = 0.31;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.96;high = 0.04;	241.7	0	2	0	6	0	71.43	0	0.1765	0	3	0
CC1=CC=C2[N]3CCNC4CCCC(=C34)C2=C1	DB09244	DrugBank Approved 5.0.9	4	0	3.621	1.033	1.752	0.621	3.416	0.4351	1.362	0.5843	4.864	0.6013	5.642	0.4387	0.5114	0.3585	+	- = 0.1;+ = 0.9;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.45;yes = 0.55;	medium	low = 0.0416667;medium = 0.541667;high = 0.166667;very high = 0.25;	low	low = 0.74;high = 0.26;	226.3	0	1	0	2	0	16.96	0	0	0	0	0
CC1=CC(=CC=C1)N2CC(CO)OC2=O	DB09245	DrugBank Approved 5.0.9	4	0	3.546	0.7036	3.546	0.7036	1.222	0.4351	1.222	0.4351	4.05	0.6013	4.308	0.4684	-0.2534	0.3585	+	- = 0.35;+ = 0.65;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.9;yes = 0.1;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.91;high = 0.09;	207.2	0	1	0	4	0	49.77	0	0.125	0	2	0
FC1=C[N](C2CCCO2)[C](=O)[NH][C]1=O	DB09256	DrugBank Approved 5.0.9	4	0	4.637	0.7036	4.637	0.7036	-0.27	0.4351	-0.27	0.4351	4.233	0.6013	4.371	0.509	-0.6218	0.3585	-	- = 0.79;+ = 0.21;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.68;yes = 0.32;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.96;high = 0.04;	200.2	0	1	0	5	0	64.09	0	0.06667	0	1	0
OC1=C[C](=O)[NH]C=C1Cl	DB09257	DrugBank Approved 5.0.9	4	0	4.65	0.7036	3.051	0.621	0.1878	0.4351	0.06319	0.5843	4.356	0.6013	3.645	0.4265	-0.8455	0.3585	+	- = 0.26;+ = 0.74;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.92;yes = 0.08;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.91;high = 0.09;	145.5	0	2	0	3	0	53.09	0	0	0	0	0
CC1=NC=C[N]1CCC(C(N)=O)(C2=CC=CC=C2)C3=CC=CC=C3	DB09262	DrugBank Approved 5.0.9	4	0	2.173	0.7036	2.173	0.7036	2.931	0.4351	2.931	0.4351	5.306	0.6013	4.444	0.5041	-0.1047	0.3585	+	- = 0.49;+ = 0.51;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.53;yes = 0.47;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.49;high = 0.51;	319.4	0	1	0	4	0	60.91	0	0.2308	0	6	0
	DB09265	DrugBank Approved 5.0.9	4	0																																				
	DB09267	DrugBank Approved 5.0.9	4	0																																				
O[S](=O)(=O)OC1=CC=C(C=C1)C(C2=CC=C(O[S](O)(=O)=O)C=C2)C3=CC=CC=N3	DB09268	DrugBank Approved 5.0.9	4	0	1.114	1.033	3.399	inf	0.9869	0.4351	0.1779	inf	5.285	0.6013	5.185	0.9099	-0.7397	inf	-	- = 0.92;+ = 0.08;	+	- = 0.222222;+ = 0.777778;	no	no = 0.51;yes = 0.49;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	high	low = 0.45;high = 0.55;	437.4	0	2	0	9	0	140.1	0	0.2258	0	7	0
OC(=O)CC1=CC=CC=C1	DB09269	DrugBank Approved 5.0.9	4	0	5.09	0.7036	3.384	0.621	1.814	0.4351	-0.6453	0.5843	4.027	0.6013	3.386	0.4319	-0.9662	0.3585	+	- = 0.07;+ = 0.93;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.96;yes = 0.04;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.85;high = 0.15;	136.1	0	1	0	2	0	37.3	0	0.2	0	2	0
COC1=CC=C(CN(C(C)C2=NC(=C[NH]2)C3=CC=CC=C3)C(=O)C(N)CC4=C(C)C=C(C=C4C)C(N)=O)C=C1C(O)=O	DB09272	DrugBank Approved 5.0.9	4	0	2.076	1.033	2.847	inf	0.7609	0.4351	0.917	inf	6.021	0.6013	3.037	0.9755	-1.496	inf	-	- = 0.89;+ = 0.11;	-	- = 0.933333;+ = 0.0666667;	yes	no = 0.42;yes = 0.58;	low	low = 0.782609;medium = 0.130435;high = 0.0434783;very high = 0.0434783;	low	low = 0.52;high = 0.48;	569.7	0	4	0	10	0	164.6	0	0.2667	0	12	0
C[N]1[C](=O)[N](C)C2=C([N](CC3OCCO3)C=N2)[C]1=O	DB09273	DrugBank Approved 5.0.9	4	0	4.691	1.033	4.691	1.033	0.1692	0.4351	0.1692	0.4351	4.207	0.6013	4.838	0.6367	-0.5435	0.3585	-	- = 0.87;+ = 0.13;	+	- = 0.285714;+ = 0.714286;	no	no = 0.6;yes = 0.4;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	low	low = 0.97;high = 0.03;	266.3	0	0	0	8	0	80.28	0	0.09524	0	2	0
CC1CC[C@H]2C(C)C(O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4)OC(=O)CCC(O)=O	DB09274	DrugBank Approved 5.0.9	4	0	1.999	1.033	4.024	0.621	2.532	0.4351	0.5888	inf	4.639	inf	3.43	0.7498	-1.043	inf	-	- = 0.82;+ = 0.18;	-	- = 0.933333;+ = 0.0666667;	no	no = 0.72;yes = 0.28;	very high	low = 0.125;medium = 0.125;high = 0.1865;very high = 0.5625;	low	low = 0.67;high = 0.33;	384.4	0	1	0	8	0	100.5	0	0.1667	0	5	0
	DB09275	DrugBank Approved 5.0.9	4	0																																				
	DB09276	DrugBank Approved 5.0.9	4	0																																				
	DB09277	DrugBank Approved 5.0.9	4	0																																				
C	DB09278	DrugBank Approved 5.0.9	4	0	8.036	0.7036	8.036	0.7036	1.624	0.4351	1.624	0.4351	4.058	0.6013	3.88	0.4088	0.03999	0.3585	+	- = 0.07;+ = 0.93;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.65;yes = 0.35;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 1;high = 0;	16.04	0	0	0	0	0	0	0	0	0	0	0
CCCCC1=NC(=C(CC(=S)N(C)C)[C](=O)[N]1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[NH]4)C	DB09279	DrugBank Approved 5.0.9	4	0	0.5861	1.033	3.036	inf	4.289	0.4351	0.9887	inf	5.722	0.6013	5.516	0.9421	-0.8746	0.3585	-	- = 0.94;+ = 0.06;	+	- = 0.222222;+ = 0.777778;	yes	no = 0.32;yes = 0.68;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	high	low = 0.32;high = 0.68;	501.6	0	1	0	8	0	92.59	0	0.2564	0	10	0
CC1=CC=C(NC(=O)C2(CC2)C3=CC=C4OC(F)(F)OC4=C3)N=C1C5=CC(=CC=C5)C(O)=O	DB09280	DrugBank Approved 5.0.9	4	0	-0.0509	1.033	1.827	0.621	3.484	0.4351	2.201	inf	6.166	0.6013	3.884	0.6825	-1.081	0.3585	-	- = 0.88;+ = 0.12;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.41;yes = 0.59;	high	low = 0.0769231;medium = 0.230769;high = 0.538462;very high = 0.153846;	high	low = 0.3;high = 0.7;	452.4	0	2	0	7	0	97.75	0	0.1622	0	6	0
	DB09281	DrugBank Approved 5.0.9	4	0																																				
CCOC(=O)NC1=C[N](=NO1)N2CCOCC2	DB09282	DrugBank Approved 5.0.9	4	0	4.41	1.033	3.185	inf	0.4247	0.4351	0.2293	0.6135	4.101	0.6013	4.64	0.582	-0.5978	0.3585	-	- = 0.96;+ = 0.04;	+	- = 0.2;+ = 0.8;	no	no = 0.62;yes = 0.38;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.96;high = 0.04;	243.2	0	1	0	8	0	76.83	0	0.2778	0	5	0
CCN(CC)C1=CC(=NC2=NC=N[N]12)C	DB09283	DrugBank Approved 5.0.9	4	0	3.798	0.7036	2.5	0.621	1.173	0.4351	0.3259	0.5843	3.886	0.6013	5.101	0.6012	-0.2812	0.3585	-	- = 0.66;+ = 0.34;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.7;yes = 0.3;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.93;high = 0.07;	205.3	0	0	0	5	0	46.32	0	0.1875	0	3	0
CCN(CC)CC[N]1[C](=N)ON=C1C2=CC=CC=C2	DB09284	DrugBank Approved 5.0.9	4	0	4.173	1.033	3.03	inf	2.207	0.4351	0.8967	0.5843	4.142	0.6013	5.278	0.4968	-0.9055	0.3585	-	- = 0.72;+ = 0.28;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.64;yes = 0.36;	medium	low = 0.2;medium = 0.6;high = 0.166667;very high = 0.0333333;	low	low = 0.85;high = 0.15;	260.3	0	1	0	5	0	58.05	0	0.3	0	6	0
FC(F)(F)C1=CC(=CC=C1)NC2=C(C=CC=N2)C(=O)OCCN3CCOCC3	DB09285	DrugBank Approved 5.0.9	4	0	2.017	1.033	1.255	0.621	2.996	0.4351	2.615	inf	5.015	0.6013	5.635	0.5334	0.7309	0.3585	-	- = 0.79;+ = 0.21;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.39;yes = 0.61;	high	low = 0.0769231;medium = 0.230769;high = 0.538462;very high = 0.153846;	low	low = 0.55;high = 0.45;	395.4	0	1	0	6	0	63.69	0	0.2667	0	8	0
NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N3CCCCC3	DB09286	DrugBank Approved 5.0.9	4	0	3.418	1.033	3.283	inf	2.02	0.4351	0.743	inf	4.004	0.6013	6.289	0.5245	-0.06039	0.3585	-	- = 0.52;+ = 0.48;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.45;yes = 0.55;	high	low = 0.0555556;medium = 0.222222;high = 0.666667;very high = 0.0555556;	low	low = 0.7;high = 0.3;	375.5	0	1	0	5	0	66.64	0	0.2414	0	7	0
CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1	DB09288	DrugBank Approved 5.0.9	4	0	4.35	1.033	2.479	0.621	1.706	0.4351	0.4778	0.5843	4.102	0.6013	4.74	0.4896	-0.1211	0.3585	-	- = 0.71;+ = 0.29;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.59;yes = 0.41;	low	low = 0.545455;medium = 0.272727;high = 0.0909091;very high = 0.0909091;	low	low = 0.95;high = 0.05;	264.3	0	1	0	5	0	58.64	0	0.4211	0	8	0
CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C3=CC=C(Cl)C=C3[S]1(=O)=O	DB09289	DrugBank Approved 5.0.9	4	0	1.293	1.033	3.33	0.621	1.187	0.6296	0.2269	inf	4.912	0.6013	4.369	0.562	-1.548	0.3585	-	- = 0.96;+ = 0.04;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.35;yes = 0.65;	medium	low = 0.230769;medium = 0.538462;high = 0.153846;very high = 0.0769231;	high	low = 0.35;high = 0.65;	437	0	2	0	6	0	86.71	0	0.2581	0	8	0
C[N]1C=C(C(=O)C2CCC3=C(C2)N=C[NH]3)C4=C1C=CC=C4	DB09290	DrugBank Approved 5.0.9	4	0	1.956	1.033	1.956	1.033	2.84	0.4351	2.84	0.4351	5.17	0.6013	5.318	0.4667	-0.2032	0.3585	+	- = 0.23;+ = 0.77;	+	- = 0.0371353;+ = 0.962865;	no	no = 0.58;yes = 0.42;	high	low = 0.0454545;medium = 0.227273;high = 0.5;very high = 0.227273;	low	low = 0.51;high = 0.49;	279.3	0	1	0	4	0	50.68	0	0.08333	0	2	0
CC(OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C3=CC=CC=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F	DB09291	DrugBank Approved 5.0.9	4	0	1.061	1.033	1.251	0.621	4.283	0.4351	2.58	inf	5.443	inf	5.494	0.7863	0.4975	inf	-	- = 0.51;+ = 0.49;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.44;yes = 0.56;	medium	low = 0.249967;medium = 0.2501;high = 0.249967;very high = 0.249967;	high	low = 0.34;high = 0.66;	500.5	0	2	0	4	0	50.36	0	0.1842	0	7	0
CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(O)=O	DB09292	DrugBank Approved 5.0.9	4	0	1.281	0.7036	2.778	0.621	3.339	0.4351	0.7527	0.5843	4.865	0.6013	3.812	0.6266	-1.223	0.3585	-	- = 0.94;+ = 0.06;	+	- = 0.0371353;+ = 0.962865;	yes	no = 0.41;yes = 0.59;	high	low = 0.0625;medium = 0.0625;high = 0.6875;very high = 0.1875;	high	low = 0.28;high = 0.72;	411.5	0	2	0	6	0	92.7	0	0.4194	0	13	0
